id,source_website,source_label,source_url,author,review_date,rating,sentiment,review_text,tier1,tier2,tier3
rvw-000105,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23612562,BBB complainant,2025-07-17,1,negative,"Service or Repair Issues. My car got towed to IAA REMOVED branch about a week ago from REMOVED . we unfortunately had to leave behind in the car an expensive ice chest, two canopies, pink table and other items because we could not fit anything in the rental car. i did not realize until we were back home that i also left a black satin and fur hat that my grandma made me before she died. I did not realize it was still in the car. the tow truck driver that picked up and dropped off my car said that the items were still in the car at time of drop off. I have called over 100 times and left countless messages for someone to call me back regarding my belongings. I am now back in REMOVED and I want my belongings back. i just want to verify that my belongings are still on property before I go pick up my stuff. My car is listed on IAA website and my belongings are not in there. please I just really want that black fur hat back because its priceless to me since my grandma made it for me. I need a call back to verify someone at IAA REMOVED has my belonging safe. PLEASE I WANT MY HAT BACK. will someone from IAA El Paso call me?? If I drive 8+ hours to REMOVED and find out that my hat or anything is missing. I will be making a police report for theft. Even though my car is deemed totaled that does not mean the car or the items in there are property of IAA. i still have the title of the car. I am going to drive 8 hours to go pick up my hat so that should show IAA how serious I am regarding this matter. please can someone from IAA REMOVED branch give me a call back. I just want my stuff please. The value for the items in the car total to around a thousand dollars. please I just want my hat. I don't want to post on my social media account about this incident to get a call back from IAA El Paso but I am will if forced. I don't know what IAA policy is regarding belongings in the car but if yall have honest people working for IAA my stuff is still on property ready for pickup. please can IAA call me back???",Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000106,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23605386,BBB complainant,2025-07-15,1,negative,"Product Issues. I purchased vehicles from IAA REMOVED and arranged for my transporter to pick them up as usual. However, this time the driver was denied the title documents. When I called to ask about the issue, I was met with extreme rudeness by a staff member named Laryne. She raised her voice and eventually hung up on me. I called back and spoke to the branch manager, REMOVED , who was even more hostile, spoke over me, and insulted me. In frustration, I responded emotionally. The next day, I discovered that my account had been deactivated by REMOVED , with no prior warning. REMOVED now lost access to my account for nearly a week, affecting my business. I paid for access and feel it is extremely unfair to be locked out for reporting unprofessional conduct. I am requesting immediate reactivation of my account and investigation into the staff behavior.?Desired Outcome Immediate reactivation of my buyer account Credit or refund for the days I was locked out Investigation and accountability for the hostile conduct of both staff members REMOVED that retaliation against buyer complaints will not occur again",Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000107,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Paul L,2025-07-11,1,negative,u guys have a ton of bugs with the app,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000108,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=2#0654_88276839_598443,Taylor S,2025-07-11,1.0,negative,"My car was repossessed on July 9th. I paid to get my car out on July 9th and set and appointment to get my car out at 130 July 10th. Come to find out everything was already taken out and had writing all over my car. Beyond that being frustrating, the expect you to go over all your inventory in a small space and make sure you hurry up REMOVED sign that everything was accounted for. It wasn't until I got in my car when I realized my headphones were missing. I had a pair of beats ($290) in my center console at the time the vehicle was taken. On top of that, I had $45 in my change compartment in cash. I called the company 10 minutes after leaving the place, and the girls replied , well did you sign the paper ? I said yes, she said then there's nothing I can do for you. What a shady a REMOVED business you guys run. And from the looks of it, there's multiple people with the same theft issue. Clearly you guys aren't doing right by the community and by your customers. You guys should be held accountable for the amount of theft there has been. Its disgusting how badly you treat your customers.","Lot Condition, Listing Status and related",Listing Status,Selling/ Relisting vehicle or Parts purchase
rvw-000109,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23582686,BBB complainant,2025-07-10,1,negative,"Billing Issues. On 10/23/2023, an unauthorized bid for $100 was placed on a 2003 REMOVED F150 under my Buyer ID. A renege fee in the amount of $1,000 was applied to my account. REMOVED provided a contact for resolution. I've e-mailed REMOVED at mgr- REMOVED to no avail. My most recent attempt to contact REMOVED via e-mail was 4/1/2025. To date, I have not received a response. I have been doing business with IAA for over 5 years; however, I have not used my account since the discrepancy. I'm asking IAA to reverse the renege fee on my account so that I may continue to use services.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000110,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23575749,BBB complainant,2025-07-09,1,negative,Service or Repair Issues. I bought a salvage auction car that was misrepresented as a run and drive which on their website says it goes in gear moves forward or reverse and starts and steering turns both directions one full revolution the employees left out the part where it goes in gear and moves so they lied when I brought it to their attention that the car won't go in gear or move. It should have been listed mechanical or stationarynot run and drive you can see in the photo the engine is moved from its original location forward and down tearing the throttle cable off and the gear selector cable. The inspectors who checked the car when they got it did not do their job correctly.,"Lot Condition, Listing Status and related",Third-Party Inspection Authorization & Scheduling,Previewing/ Inspecting Vehicles
rvw-000111,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23573792,BBB complainant,2025-07-09,1,negative,"Service or Repair Issues. I purchased a vehicle from IAAI listed as having front-end damage only. Upon delivery, I discovered additional undisclosed damage:A broken rear suspension component A cracked windshield that was hidden by a paper placed over it in the auction photo I emailed IAAI at REMOVED multiple times, but received no response. I am requesting a resolution or compensation for these serious omissions.",Customer Service & Communication,Support Access & Response Time,Delayed Email/Phone Response
rvw-000112,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23555040,BBB complainant,2025-07-03,1,negative,Sales and Advertising Issues. Submitted all of my documents and was approved to buy as a dealer then they changed their minds. They said my signatures dont match when in fact Im the only signee the kept my registration fee and blocked me from buying. The is the second time they have stolen from me and violated my rights.,Account / Access / Login,Document Upload & Verification,Upload Troubleshooting
rvw-000113,trustpilot.com,Trustpilot (iaai.com),https://www.trustpilot.com/reviews/68644b22fb60b20d4b993108,Tia,2025-07-01,1,negative,"You’re better off going somewhere else…. If I could give this auction zero stars, I would. I do business with all the major auto auctions and this one by far is the worst. The customer service is lacking. Every time I call in to buyer’s services, I have to hold for an hour or more just to get a representative on the phone and my issue may or may not get resolved. In the office, the reps are slow, rude, and provide inconsistent information. I have stood in line at the St. Louis office several times and watched as no one was being serviced, but all the reps were sitting at their desk pretending to be busy. The fees are already higher than most, but in addition to the regular buyer/seller fees, there is a a plethora of additional fees. The high fees would be irrelevant if they actually provided help and good customer service. The “deals” are not really deals by the time you pay all of the additional fees you could’ve purchased a car without a salvage title. Once my account expires, I will not renew unless something changes. All of the employees need to undergo customer service training.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000114,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,edvardas ylakis,2025-07-01,1,negative,"One day just decided to not open anymore. It's not REALLY app, this is same as website. EDIT. It has less functionality than website ant I don't receive notifications",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000115,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=5#0654_88276839_23543011,BBB complainant,2025-07-01,1,negative,Service or Repair Issues. Lied about everything No title said they had the title No keys said they had keys it was also in pics they promised to make a new functioning key they lied. They didnt make a transponder key.Delivered the vehicle at 1:15 am scheduled eta 7-8 pm Left the vehicle on the street damaged with no functioning key. Sticking out causing a hazard. called a different tow company and paid an additional $150 & waited 2 hours for the guy to show up and it took him another 30mins to safely put the vehicle in my driveway around 4:30 am The vehicle is not as advertised they damaged it in their storage yard so when I went to go buy parts for the vehicle I noticed the vehicle has way more damage than was in the pictures I never signed for delivery of the vehicle The tow truck driver lied and said he would come back he never did REMOVED at Iaa Oklahoma City Doesnt care and doesnt want to help her and her staff are extremely rude!They lied to me they would have a functioning key that would be able to move the vehicle and they made me wait and they lied REMOVED was very unapologetic and irresponsive. Can you imagine going through this nightmare in the middle of the night all the way to the early hours of the morning I've had to waste my time calling corporate to get bounced backed to her to her not wanting to help Complete waste of time Ive asked to speak to her division supervisor and no response from her You cant take a hard working mans money and tell him to go s REMOVED himself!Summary Buyer can get screwed We can lie about having a title We can lie about keys We can lie about the damage done to the vehicle We are the big guys Youre the little guy and you cant do anything to a big corporation like us!Well Im a red resident of REMOVED and judges dont like it when things arent advertised properly! Theres something called good faith!Total paid at auction June 6th $5579.30 $52.25 paid to iaa transporter $150 paid to third party transporter,Customer Service & Communication,Support Access & Response Time,Delayed Email/Phone Response
rvw-000116,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23518431,BBB complainant,2025-06-25,1,negative,"Service or Repair Issues. On 6-23-25, I purchased an auto online from Insurance Auto Auctions (IAA) for $300.With the fees, the total cost of the auto was a little over $800.I predicated my purchase on the following inspection reports of IAA:The Run and Drive Start Code, which means the vehicle motor started and idled, both the forward and reverse gears engaged.The 49/50 Vehicle Score, which means the Drivability of the auto is that it Very likely starts and runs.On 6-24-25, I went to IAA to pick up the auto I had purchased online on 6-23-25.The auto started and idled, but both the forward and reverse gears failed to engage, and therefore I could not drive the auto.Thus, IAA is guilty of giving me misleading, false, or deceptive vehicle inspection reports.",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000117,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23518412,BBB complainant,2025-06-25,1,negative,Service or Repair Issues. My 06 REMOVED was repossessed for nonpayment on 6-11-25. I setup an appt to retrieve my belongings on a certain date and when that date came i was turned away due to an error on the companys behalf w scheduling. I made another appointment and was told 2 different pieces of information at that time my belongings would be held for by the lot for either 15 days or 60 days. When i went to my appointment i was urged to sign an inventory sheet that was highly inaccurate. When my belongings were brought outside the lot. It was 2 boxes and missing multiple items.. including my handicap decal that was hanging on the rear view mirror. I was told to make a claim and that there was no further help or information available.,"Lot Condition, Listing Status and related",Listing Status,Selling/ Relisting vehicle or Parts purchase
rvw-000118,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23516827,BBB complainant,2025-06-25,1,negative,"Service or Repair Issues. My car was repossessed and taken to 5577 US-80 Longview, Tx REMOVED on 5/12/2025. I picked up my car on 5/21/2025. My car had to be jumped off to get off the lot. My battery had to be replaced even though it was only 6mos old. Once I got home and opened the cardboard box with my belongings I was missing $60 in cash, 3 $20 dollar bills as will as a pair of REMOVED shades which they actually listed on the property sheet that I paid $350 dollars. I contacted IAA in REMOVED that day and was advised they would send me an email with a form to fill out. I filled out the form and returned same day. I haven't received a response after weeks so a reached back out and was asked to forward email to a manager and received a denial that same day June 17th 2025 saying ""Good afternoon, This is the manager of the Longview IAA location. Unfortunately, your claim has been denied. Claims have to be made prior to leaving the yard"" This was never mentioned at the yard, when I called back the day I left the yard, when I called and emailed after not receiving a response. Never once was this information provided to me.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000119,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Alan Clay,2025-06-20,5,positive,"Use Big Perks Towing in the St. Louis /Southern Illinois area. His dedication and customer service are bar none. Very friendly and great at his job, I would recommend that to anyone if you have an issue near St. Louis /Southern Illinois, call Big Perks Towing.",Customer Service & Communication,Agent Professionalism & Responsiveness,Helpful Support Experience
rvw-000120,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23497729,BBB complainant,2025-06-20,1,negative,"Service or Repair Issues. I retrieved my car from Insurance Auto Auctions at REMOVED on May 21, 2025. Within minutes of leaving the lot, my carpreviously in good working orderbegan to fail mechanically. A diagnostic scan from AutoZone dated May 23 revealed damage consistent with improper towing, including transmission, clutch sensor, and wheel speed sensor failure. I have documentation showing the vehicles condition before and after the tow, and Im currently awaiting a signed witness declaration from a neighbor who observed the tow itself. The repair estimate exceeds $6,000, effectively totaling the vehicle. I attempted to resolve the issue by calling, emailing (undeliverable), and mailing a certified letter (returned). I received no response.I am requesting reimbursement for all expenses incurred as a result of this incident, including towing, diagnostics, loss of transportation, loss of employment and the full replacement value of my totaled vehicle. I also request the name and contact information of their insurance provider so I may proceed with a formal claim and/or legal proceedings.",Customer Service & Communication,Support Access & Response Time,Delayed Email/Phone Response
rvw-000121,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Assad Aljabali,2025-06-16,1,negative,"they have very rude customer service, and they hang up even when you wait in the line for more than 25 minutes.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000122,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23471594,BBB complainant,2025-06-15,1,negative,"Service or Repair Issues. Got in a car accident, car was towed here (not by choice) Drive stole my REMOVED and jumper cables, both new. Owner lied about it. Several REMOVED have accused this business of stealing personal items out of personal vehicles (read REMOVED reviews) one driver even stole a gun! These ppl are ROBBING ppl in disguise of a business!","Vehicle Pickup, Delivery and Scheduling",Tow and Storage Charges,Tow and Storage Fees
rvw-000123,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,ABURAM BRIGHT,2025-06-11,1,negative,"I made payment on the app 200 dollars for registration fee, is still not opening for me as a member. I called several times they are not picking my calls and not replying my text messages. don't know if is a scam",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000124,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Miguel Montes,2025-06-10,5,positive,I search for a car. I bid on it. I win. Seller has rejected your offer. 5/5 stars.,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",How to Bid (First Time)
rvw-000125,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23445207,BBB complainant,2025-06-09,1,negative,"Service or Repair Issues. My car was towed to IAA on May 7th and I made an appointment to pick it up on May 9th when I went to pick my vehicle up from IAA they asked me to inspect my vehicle when I inspected my glove box was missing my fuse panel was missing my seat was leaned all the way back and would not lift or move forward my top Glove box werr you put sunglasses were broke I took pictures went and got the supervisor he inspected and noticed the Glove box was missing so he called the yard lot to see if the Glove box was left on the lot and it was not. They told me to write everything down that was wrong and take pictures I did all that the front desk clerk stated it would be ready in 2 weeks I have been calling I call Tuesday May 27 spoke with someone they said my claim was denied I asked to speak with an supervisor and he told me that he would get with the manager and see why it was denied. He would reach back out I called back June 5, 6th and they stated the manager or supervisor was not in the office the rest of the week so I called back today June 9th Talked with a REMOVED she was getting smart telling me my.claimed was denied because tape was on my glove box and they had pictures and when I asked her we'll if tape was on the Glove box where is the gloves box it not making any sense so if tape on the glove box why would they throw the glove box away that's my property. She got smart and told me she already talked to the manager and I asked can I speak to the manager because it was more things on the paiper that was wrong she said she I would have to speak to the supervisor and she claiming was not there today June 5th and she hung up so I called back and asked her why she hang up she stated she didn't have to listen to this I explained I was not yelling I was not cursing I was just tell her that's my stuffed that got damaged and missing and your getting smart and have and attitude with me. SHE said I already told you a supervisor will be getting back with you.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000126,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23428683,BBB complainant,2025-06-05,1,negative,"Service or Repair Issues. My leased REMOVED was towed to Insurance Auto Auction (IAA) located in REMOVED , REMOVED . The bank who owns my leased vehicle gave me authorization to go collect my personal belongings from inside the vehicle at IAA. When I went to the location at REMOVED , my vehicle was staged/ labeled as a biohazard with a syringe in the driver side door which is used for injecting drugs. The car was ransacked and all my valuables were stolen. I called the police to file a report, and the staff at IAA told the Sheriff at the scene that they would reimburse me for the stolen valuables if I did not proceed with filing a police report.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000127,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23394486,BBB complainant,2025-05-29,1,negative,"Sales and Advertising Issues. purchased a vehicle through Insurance Auto Auctions (IAA). The vehicle was sold with the representation that it came with a valid, transferable title. After the purchase, we resold the vehicle to a third-party buyer located in REMOVED , REMOVED On April 11, 2025, the buyer went to the Arizona DMV to register the vehicle and presented the title that was provided by IAA. However, the REMOVED informed them that the title had been invalidated due to a duplicate title request submitted on April 8, 2025after IAA had already sold the vehicle.Neither we nor our buyer requested this duplicate title. In fact, the buyer still possesses the original title issued by IAA. According to REMOVED policy, a duplicate title cannot be issued unless the original is surrendered. Therefore, the only plausible explanation is that IAA or the previous titled owner (LeasePlan USA) submitted the request, which has now caused a serious legal and financial problem.Our buyer is unable to register the vehicle and is demanding a refund. We have reached out to IAA multiple times and have yet to receive a resolution or a valid replacement title. Under California law, a seller is legally obligated to provide a clear and transferable title at the time of sale. Failing to do so is a breach of that obligation.Resolution Requested:We are requesting that IAA immediately take responsibility for this error by:Investigating and confirming who submitted the duplicate title request on April 8, 2025.Providing a valid, transferable title for the vehicle without further delay.If a valid title cannot be delivered, issuing a full refund to the buyer.This situation has caused significant hardship, and we urge IAA to act swiftly to correct it.","Payment Refunds, Transaction Issues and Deposits",Refunds & Membership Billing,Deposit Refund Status
rvw-000128,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=2#0654_88276839_591657,Daniel P,2025-05-28,1.0,negative,"Know that you are f REMOVED ked if IAA ends up handling your claim. I got rear-ended in a total loss collision nearly a month ago and my bank has still not received payment. Im unable to purchase a new vehicle until my car is paid off and now the insurance company wont pay for the rental anymore so I have to pay out-of-pocket because they took so long. Turns out you do still end up the loser in a read-end accident if IAA is handling the claim. REMOVED was unhelpful in getting more insight into why the claim was taking so long. It seems the department managing paperwork and reaching out to different entities is full of lazy, good for nothings.TLDR: IAA process claims so slow it will cost you. Dont expect their customer service to be of any assistance either.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000129,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23381858,BBB complainant,2025-05-27,1,negative,"Product Issues. My Business Acct with REMOVED had been compromised on 5/6/2025 and 3 vehicles had been purchased in REMOVED totaling $20,000 and I have yet to receive and update on my acct status",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000130,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Chavo_dela_sierra,2025-05-23,1,negative,app suckssssssss crashes every time,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000131,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=6#0654_88276839_23371663,BBB complainant,2025-05-23,1,negative,"Service or Repair Issues. On May 15, 2025, I purchased a 2014 REMOVED GL450 (VIN: REMOVED ) via IAA Gardena through REMOVED . I arrived at IAA on May 16, but the key did not start the vehicle and didnt match the lock. The staff confirmed I could leave the car on-site safely until May 21 while I arranged a service pickup.When I returned on May 21, the car had clearly been damaged on their lot: a broken passenger headlight, bent hood, and misaligned bumper/fender. These damages were not present when I inspected the car on May 16 and are not shown in the original auction photos. IAA's manager initially acknowledged the extension of storage but then refused any liability. I did not take possession or request release on May 16, as I couldnt operate the vehicle.The REMOVED dealership has confirmed the damage and the repair estimate is expected to exceed $2,000. IAA only offered $200 as a ""courtesy"" despite the damages clearly occurring on their secured property. I'm requesting reimbursement based on the dealer repair estimate, and formal acknowledgment of mishandling.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000132,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Towguyy774,2025-05-20,1,negative,total trash doesn't work. takes forever to log a car in for pick up & app constantly kicks you out. Just go inside to claim vehicles. the funny thing is you ask the staff at any location they all have the same answer (I DONT KNOW I THINK THEY UPDATED IT) LOL. Iaa needs to do away with this and start over.,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000133,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Jovani Quintana,2025-05-15,1,negative,worst app ever on android it kicks you out!!,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000134,trustpilot.com,Trustpilot (iaai.com),https://www.trustpilot.com/reviews/681defa568f6e3bad3504204,Shawn Jensen rchelpmore,2025-05-09,1,negative,Horrible service IAA took my money…. Been buying from IAA for a while and they screwed me this last time out of $4014.16 and say I didn't pay for vehicle. So no vehicle and no money... Won't do business again with them because they ripped me off... customer service sucks. I have all the proof i paid from bank and PayPal. Buyer number 648296,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000135,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Eric Williams,2025-05-01,1,negative,absolutely no function working in the app. downloaded on multiple devices and nothing works beyond log in,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000136,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Frederico Correa,2025-04-30,2,negative,"was good till most recent update. now I can't sign in on my account from multiple devices. this becomes an issue because I have multiple devices. also if you are bidding from somewhere different you can't see your cars or hear them. Why would they do this? Many apps let you register multiple devices so they are known to the system. I am always on the go so sometimes I want to use my business phone, or my personal phone, or my laptop, or my Chromebook. this just seems very backwards. Fix it pleas",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000137,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23260376,BBB complainant,2025-04-28,1,negative,"Product Issues. IAA is participating in identity theft. One of their transporters is registered under my name and using my email address. I keep receiving pullout manifests showing that they are shipping dozens and dozens of cars to REMOVED , REMOVED , etc. I am not a customer of REMOVED and never have been. I did not buy or sell any vehicles in the REMOVED . I suspect someone has registered my email in the IAAI system for fraudulent activity. I've tried to reach out to IAA support asking to remove my email from their database, but my request was completely ignored.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000138,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23247246,BBB complainant,2025-04-28,1,negative,"Sales and Advertising Issues. My 2017 REMOVED Yaris was sent to Insurance Auto Auctions (IAA) at REMOVED , after a collision. I contacted the facility to retrieve personal items from the vehicle multiple times but received no response. I was later informed the vehicle had been sold without any notice or opportunity to recover my belongings. I am seeking assistance in recovering my personal property and addressing this issue. The most valuable item inside the vehicle is garage door opener.",Customer Service & Communication,Support Access & Response Time,Delayed Email/Phone Response
rvw-000139,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23245272,BBB complainant,2025-04-24,1,negative,"Service or Repair Issues. I sold a vehicle to Peddle in which they informed me the buyer was this company. This buyer has the responsibility of taking care of all paperwork and transferring the title into their name and they have failed to do so. I contacted them on April 24 to inquire about the status of their transferring of the title into their name because I risk receiving tickets and am obligated to maintain insurance on the vehicle. It has now been weeks- when I contacted them to ask I was told Theyll do it when they get to it, Im not the girl What kind of customer service and professionalism is that? I am now going to suffer legal and financial damages due to this companies negligence and they have no care in the world, or any urgency whatsoever I assist in solving the matter. You can either do your part and register the vehicle and stop invalidating my concerns or legal troubles will arise. While youre at it, give your employees a REMOVED on proper customer service.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000140,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23230212,BBB complainant,2025-04-21,1,negative,"Service or Repair Issues. I bought a car from IAAI auctions in REMOVED and in the description it said the car Runs and drives. It is a code they put on all their cars so incase your sitatution is like mine and you cant make it to the branch they let you know whether it is ""stationary"" Does not run or drive or they lable it ""Run and Drive"" which means that they turned it on with or without a jump box and the car started and moved backwards and forwards on its own. After I recieved the car, there was no way anyone was able to start that car. It was mechanically impossible. The fuel line had been cut as well as the wiring to the fuel pump and holes in the gas tank. I immediately let IAAI know and let them know what was going on,",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000141,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23223384,BBB complainant,2025-04-18,1,negative,Service or Repair Issues. Paid for upgraded membership to bid on Monday April 14th told it takes REMOVED hours for review and access to bidding its now been 4 days and I spent 200 dollars and Im starting to think I got robbed Your Case No:06504462-New buyer registration - Review needed-ref:!00D1U0yLl7.!500WR0UydNC:ref,"Title, Ownership, POA and Documentation",Title Delivery & Status,Title Not Received
rvw-000142,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Nicolas,2025-04-17,2,negative,"App is bad, lack of search options, can't search by country, filters don't reset properly or bug very often and most of the vehicle aren't open to public to buy unlike in the US it feels like we're regressing here.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000143,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=7#0654_88276839_23214727,BBB complainant,2025-04-16,1,negative,Service or Repair Issues. 1) # REMOVED 11/25/24 $ REMOVED + $20 office fee first Vehicle that was to run and drive that is my issue run and drive means they started the vehicle and put it in to drive forward and back. That is not possible if the complete drivetrain was removed. 2) # REMOVED 3/24/2025 $435.00 What made me file this dispute was buying a second vehicle and the same parts were removed. I was furious at this point because I bought the second vehicle for the parts for the first one. Someone is removing these parts. I tried reaching out to 2 GM's one replied and took the position he was going to do nothing. the second REMOVED did not even respond. Tried to contact corporate office they have no email for resolutions or contact was able to reach their corporate number left a message with all my information and contact info and didn't get a call back,Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000144,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,sayed sadat,2025-04-11,1,negative,i have to wait for 3 to 5 minutes to open the app 👎👎,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000145,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Justin Gardner,2025-04-10,1,negative,i have to keep uninstalling and re installing the app for it to work it'll work fine for a few days the just freeze,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
